tiempo_ms,roll,pitch,yaw,GyX,GyY,GyZ,AcX,AcY,AcZ
28769,-0.93,2.42,-124.53,1.19,-21.77,122.18,3488,3668,-15292
28797,-0.57,2.01,-124.15,-6.55,-31.27,126.63,3356,4332,-13060
28827,-0.21,2.27,-123.86,7.08,46.99,146.40,-2888,4608,-14644
28857,-0.52,1.84,-123.64,-5.26,-14.56,108.21,9364,-8120,-28128
28887,0.22,1.84,-123.50,66.08,43.00,69.40,640,7804,-13620
28917,0.73,1.60,-123.27,118.61,40.24,114.68,2988,2952,-11396
28952,3.20,1.53,-120.10,113.21,6.56,150.93,2776,2660,-18560
28996,3.43,1.15,-119.64,69.29,-29.28,152.88,4148,1304,-17692
29025,3.13,0.84,-119.35,36.54,-9.63,145.38,4788,-5284,-19312
29054,2.82,0.51,-119.01,7.97,-14.81,168.79,5004,-4620,-18856
29084,2.53,0.13,-118.63,5.34,-52.19,190.18,4100,-3756,-16900
29114,2.27,-0.18,-118.28,34.86,-39.35,176.94,2784,-3432,-13472
29144,1.84,-0.07,-118.00,-21.85,77.69,142.54,584,-3596,-11848
29173,-31.63,11.45,-112.38,-103.18,36.08,17.11,1148,-4044,-16836
29529,-31.85,10.49,-110.40,-20.59,-18.32,110.09,5832,-6956,-14296
29610,-31.67,10.24,-110.28,-23.92,40.28,60.05,1364,-4600,-12284
29637,-31.66,10.10,-110.04,-12.98,67.81,119.85,916,-7584,-13120
29667,-31.25,9.86,-109.73,58.56,90.90,156.53,3228,-5028,-15928
29697,-30.76,9.50,-109.40,63.76,63.79,164.11,4612,-4152,-17740
29727,-30.29,9.17,-109.05,30.27,9.21,172.44,2504,-3252,-17940
29756,-29.72,8.85,-106.34,24.01,-7.82,112.95,-432,-5920,-10228
29803,-29.69,8.50,-106.21,-27.43,19.76,68.49,2300,-5348,-10976
29836,-30.00,8.51,-105.99,-65.75,17.40,71.72,-1952,-10244,-14112
29866,-30.22,8.27,-105.79,-52.05,36.04,100.06,1748,-8416,-11468
29896,-29.96,8.08,-105.62,5.18,103.76,87.56,3512,-5416,-16664
29926,-29.85,8.01,-105.44,1.75,33.34,86.63,-528,-9204,-20316
29965,-29.44,9.20,-102.70,6.92,71.32,105.43,5184,-4104,-11416
30015,-29.27,9.11,-102.54,-3.92,67.36,79.86,640,-6796,-17720
30043,-29.22,8.98,-102.39,-3.53,-17.85,76.17,-1568,-8808,-18008
30073,-29.38,8.79,-102.22,13.65,-12.97,84.35,-136,-7864,-9772
30417,-30.79,10.86,-98.71,-78.85,87.99,146.36,-2756,-2284,-18092
30464,-30.34,10.90,-98.49,-17.21,79.53,107.32,-1428,-1708,-15104
30492,-29.89,11.19,-98.29,37.08,50.90,100.89,-4632,-2636,-12172
30522,-29.60,11.09,-98.11,-10.05,9.80,89.12,-1144,-3204,-12336
30552,-29.23,10.84,-97.98,-21.04,-11.46,65.02,48,-2272,-14012
30581,-28.49,10.55,-97.88,20.31,-33.89,53.77,92,1584,-15664
30611,-27.84,10.64,-97.65,25.55,-18.91,110.91,-4748,516,-15640
30656,-26.18,10.37,-96.75,69.10,-9.25,47.49,-1732,-2896,-17840
30703,-25.14,10.14,-96.75,58.19,0.25,-1.44,256,5468,-14912
30731,-24.58,10.43,-96.63,-20.69,7.58,60.53,-6880,1420,-15436
30761,-24.19,10.44,-96.48,-4.08,8.02,75.45,-2892,-1364,-16004
30791,-23.65,10.30,-96.35,32.66,21.08,66.29,-396,-84,-17044
30821,-23.40,10.38,-96.20,-39.25,14.21,72.63,-3416,-1996,-15152
30851,-23.32,10.44,-96.05,-63.75,4.93,76.66,-3544,-3712,-15056
30881,-23.04,9.59,-93.94,-6.95,-28.06,88.18,-244,-232,-14536
30931,-22.33,9.37,-93.70,55.66,-59.81,119.06,-1052,1656,-13036
30964,-21.69,9.16,-93.38,41.75,-98.04,159.73,-2064,1324,-13784
30994,-21.50,9.16,-93.06,6.15,-110.17,158.40,-6476,-4204,-17396
31024,-21.12,9.14,-92.72,12.34,-64.73,171.50,-5316,-1444,-20644
31054,-20.86,9.09,-92.42,-36.06,-2.67,149.56,-2452,-1552,-19772
31083,-20.43,11.01,-90.47,-1.17,70.83,81.08,-4952,420,-12364
31131,-19.86,11.20,-90.31,-5.21,21.92,83.87,-4096,1896,-12040
31159,-19.11,11.17,-90.13,-23.65,-0.26,89.98,-2548,5472,-14508
31189,-18.39,11.14,-89.93,-6.51,10.81,98.82,-2240,4452,-14048
31224,-17.82,11.02,-89.76,-16.67,-8.29,81.88,-1684,3160,-15040
31254,-16.95,10.95,-89.63,7.85,28.71,66.71,-1376,7020,-14976
31284,-16.52,10.02,-88.32,-5.61,-46.94,68.74,-2116,2608,-15020
31327,-15.91,9.92,-88.17,-5.64,-39.08,74.88,-2700,4280,-16748
31355,-15.30,9.97,-88.00,23.42,17.22,58.14,-2792,3272,-15712
31385,-14.94,9.94,-87.92,16.79,-8.11,37.53,-2436,192,-14620
31415,-14.41,9.90,-87.85,-9.29,-32.24,35.51,-3248,3696,-16576
31445,-13.82,9.94,-87.77,14.73,-3.63,39.81,-3456,3856,-15252
31480,-13.24,10.05,-87.61,30.60,-18.26,81.44,-4360,3140,-13584
31510,-13.18,9.67,-85.51,-26.89,-14.74,72.34,-3028,6764,-12460
31563,-12.66,9.82,-85.31,-4.21,-7.92,104.11,-4872,3744,-14920
31591,-12.17,9.65,-85.01,15.73,-10.36,147.67,-916,3392,-18888
31621,-11.71,9.38,-84.62,53.02,-4.31,193.38,1112,1676,-17396
31651,-11.09,9.38,-84.23,43.67,1.50,194.95,-2200,3636,-13196
31681,-10.43,9.28,-83.87,46.95,18.90,180.24,-720,4620,-15064
31711,-8.38,9.93,-77.95,51.57,31.40,190.92,1508,3564,-14600
31767,-7.91,9.73,-77.32,36.02,37.79,212.36,1552,2652,-15076
31801,-7.42,9.65,-76.90,26.31,42.14,209.44,-504,3912,-15444
31830,-7.19,9.51,-76.52,17.18,45.39,190.74,636,684,-16252
31860,-7.05,9.26,-76.14,-14.24,43.80,186.86,1732,260,-14388
31890,-6.86,8.92,-75.75,-67.17,28.75,198.49,2580,2284,-13680
31920,-7.16,9.15,-71.93,-24.73,11.91,158.89,-1676,1856,-15136
31968,-6.94,9.09,-71.69,10.90,31.29,122.98,-1008,884,-18312
31997,-6.58,8.72,-71.49,59.10,-10.35,99.80,3292,2100,-22116
32027,-6.42,8.10,-71.32,25.24,-104.80,85.31,4252,-412,-19704
32062,-6.74,7.59,-71.15,-48.34,-79.98,81.71,2268,-4044,-12676
32091,-6.74,6.85,-70.93,-38.89,27.14,110.03,7124,-780,-11340
32121,-5.92,7.71,-67.98,16.28,46.00,123.05,1192,4456,-15920
32169,-5.73,7.77,-67.80,-39.45,13.34,89.71,-2596,1920,-15276
32211,-5.25,7.31,-67.65,6.21,-5.95,75.62,4928,5808,-17548
32241,-4.87,7.06,-67.56,52.77,-12.05,43.34,1228,2652,-16980
32271,-4.79,6.83,-67.53,23.79,-23.94,13.98,444,-860,-15144
32301,-5.30,6.41,-67.53,2.58,-2.00,4.15,4340,-9044,-14496
32336,-4.83,5.86,-66.25,19.65,-4.06,67.04,5468,72,-17520
32419,-4.71,5.46,-66.20,16.95,-22.69,27.49,2756,-116,-13484
32447,-4.85,5.03,-66.14,-65.15,-11.54,19.67,4108,-640,-15888
32477,-4.73,5.02,-66.08,-8.41,50.18,29.63,68,528,-17064
32507,-4.53,4.99,-65.99,-16.63,51.07,44.44,528,1900,-15512
32537,-4.93,5.43,-64.04,-24.95,47.54,102.63,5216,-404,-17136
32581,-4.63,5.23,-63.75,34.81,149.73,143.33,6420,2268,-18356
32609,-4.27,4.81,-63.40,28.21,129.15,177.18,9080,3444,-16264
32639,-4.11,4.38,-63.02,23.15,41.92,190.71,6744,572,-17792
32974,-4.90,5.64,-60.81,-14.46,52.88,73.55,3368,-7156,-17236
33028,-5.33,5.12,-60.67,-17.73,27.62,71.70,5568,-5916,-11556
33056,-5.37,4.86,-60.55,-51.92,37.88,61.32,3348,-716,-16572
33086,-5.52,4.62,-60.47,4.95,26.03,36.40,3648,-4852,-20032
33116,-5.76,4.07,-60.32,12.96,86.47,75.50,9572,-5884,-14740
33145,-6.11,3.72,-60.04,-15.49,45.46,93.91,5008,-5204,-12648
33175,-7.91,3.34,-56.51,-54.38,1.61,106.97,5608,-2660,-17096
33233,-8.11,3.13,-56.26,-44.08,20.19,124.48,2576,-3876,-15808
33266,-8.44,2.73,-55.98,-8.06,33.64,140.82,5512,-6456,-13396
33296,-8.87,2.54,-55.62,1.95,-5.87,177.76,1116,-5176,-8996
33325,-9.18,1.95,-54.94,-105.12,-59.42,228.11,4480,-2316,-13504
33355,-9.40,1.60,-54.44,-170.31,-88.20,250.13,2020,-984,-16212
33385,-9.89,0.94,-50.07,-21.45,-35.62,229.89,-444,-3804,-15352
33428,-10.36,0.87,-49.59,-29.38,-21.23,240.36,40,-7880,-13396
33456,-10.87,0.75,-49.13,-42.97,-27.89,232.89,744,-8536,-13936
33486,-10.90,0.62,-48.76,11.12,15.05,184.21,2304,-4476,-18064
33521,-11.02,0.64,-48.51,28.44,47.89,124.84,948,-5852,-16624
33551,-11.59,0.92,-48.26,-19.08,27.73,125.68,-3960,-11760,-14616
33581,-11.90,1.03,-48.07,-33.75,10.07,90.33,-1640,-7232,-16328
33610,-11.99,1.28,-47.42,-2.62,8.92,32.81,-1448,-4024,-16108
33654,-11.72,1.51,-47.36,-12.14,-7.20,29.40,-3640,856,-15276
33682,-11.78,1.70,-47.23,-31.40,-20.55,63.08,-3316,-2964,-13832
33712,-11.95,1.79,-47.09,-30.70,-61.91,73.18,-4388,-6380,-19728
33741,-11.79,1.95,-46.95,31.05,59.20,67.75,-1360,-2416,-19468
33776,-11.79,2.24,-46.72,-38.43,38.26,77.99,-3064,-1680,-15956
33806,-11.55,2.13,-46.47,7.75,18.93,123.79,964,-108,-10936
33836,-9.65,-0.50,-42.61,93.00,-122.07,167.86,-2212,-5548,-13840
33883,-9.63,-0.46,-42.23,85.05,-71.68,189.08,-2804,-5436,-17940
33911,-9.64,-0.38,-41.85,30.48,-33.51,188.92,-2196,-4464,-18792
33941,-9.72,-0.35,-41.54,-15.69,-26.27,154.32,-1184,-3488,-16120
33971,-10.03,-0.21,-41.32,-8.92,-8.66,111.59,-1928,-6468,-14112
34001,-10.00,0.10,-41.17,-15.07,6.08,74.61,-4312,-1988,-16280
34050,-9.60,1.02,-38.97,26.17,25.27,91.95,-4096,-5132,-12788
34098,-9.44,1.32,-38.76,34.73,-16.45,104.95,-5160,-1440,-16416
34126,-9.16,1.94,-38.44,17.53,44.23,104.57,-7928,620,-16180
34156,-9.05,2.47,-38.19,32.36,84.60,123.79,-5144,-1808,-13796
34186,-9.09,2.34,-37.91,55.44,-45.79,140.62,-116,-4568,-15564
34216,-9.00,2.36,-37.72,19.64,-37.34,95.25,-2284,-2312,-19424
34245,-8.95,2.79,-37.54,-34.98,49.47,60.95,-5120,-396,-17092
34275,-8.68,3.33,-35.60,12.69,14.47,92.50,-3428,-1932,-12584
34321,-8.62,3.53,-35.38,31.55,-23.73,108.37,-4036,-2296,-14040
34354,-8.45,3.80,-35.15,25.49,12.39,115.92,-4700,-824,-16740
34384,-8.29,3.96,-34.92,9.19,25.55,113.24,-2544,-396,-15832
34414,-8.21,4.10,-34.75,10.84,57.48,83.83,-1752,-1596,-17592
34443,-8.49,4.30,-34.67,14.45,-25.85,43.40,-4692,-6804,-14688
34483,-8.43,4.30,-34.28,-1.82,-0.80,20.46,-1300,-948,-14672
34526,-8.29,4.28,-34.25,1.48,-0.58,16.42,-888,-384,-15044
34554,-8.23,4.20,-34.15,16.95,-17.47,30.60,-792,-1980,-14748
34584,-8.14,4.16,-34.05,42.14,-7.14,51.08,-948,-2660,-19148
34619,-8.08,4.53,-33.86,14.32,88.21,94.31,-3924,-1916,-15648
34649,-7.89,4.88,-33.63,14.55,144.75,117.09,-2020,4,-14620
34678,-7.73,5.47,-33.25,-3.66,148.95,127.06,-3668,216,-16436
34708,-8.67,7.52,-29.39,-53.05,111.53,183.93,1752,-44,-15268
34753,-8.74,7.37,-29.09,-81.71,38.32,149.32,988,-1152,-15020
34781,-8.64,7.52,-28.89,-40.18,38.07,98.76,-2896,64,-15188
34811,-8.13,7.39,-28.71,-3.45,100.82,89.31,2544,5016,-15668
34840,-7.87,7.48,-28.55,36.40,112.65,79.17,-188,332,-16332
34875,-7.85,7.01,-28.41,-3.95,19.71,69.93,5936,-2312,-18708
34905,-7.81,6.48,-28.22,-24.22,-59.76,94.34,4740,-1164,-19368
34935,-7.58,3.91,-25.49,5.10,-86.68,109.47,3988,-680,-14028
34984,-7.78,3.46,-25.28,-50.36,-94.62,103.34,1980,-2604,-11568
35012,-7.82,3.18,-25.02,-74.68,-68.95,131.92,760,-512,-12248
35042,-7.44,3.35,-24.71,-26.85,14.56,152.17,-2696,3636,-14732
35072,-7.26,3.53,-24.55,-25.76,27.98,82.00,-2420,1100,-14276
35101,-7.39,3.44,-24.41,-78.73,7.73,45.73,448,-536,-12480
35131,-7.05,3.38,-24.23,-48.17,41.18,88.30,1172,4788,-18708
35459,-5.41,4.62,-19.07,20.80,21.74,80.76,884,2752,-15508
35547,-5.06,4.41,-18.95,26.74,9.69,56.63,1772,2432,-14876
35575,-4.83,4.14,-18.84,-23.59,25.95,56.19,2980,2324,-14736
35605,-4.41,3.87,-18.72,-38.90,45.65,60.40,4300,6128,-16304
35635,-3.95,3.55,-18.57,7.18,49.23,76.28,5456,5684,-16564
35664,-4.11,5.61,-15.95,-14.27,88.33,87.27,6500,2576,-15088
35719,-3.98,5.03,-15.78,-15.08,87.98,83.31,7800,972,-12376
35747,-3.83,4.24,-15.63,-31.64,63.95,77.90,8268,1508,-9504
35782,-3.60,3.49,-15.50,-41.70,-12.29,62.36,6228,2360,-9604
35812,-3.43,2.64,-15.38,-17.50,-38.23,58.57,9320,1812,-13008
35842,-3.27,1.60,-15.25,-13.49,-28.64,68.76,12160,1792,-11360
35886,-3.12,1.54,-13.23,-2.71,22.62,84.24,7688,2080,-14508
35934,-3.03,0.86,-13.06,-41.18,64.38,83.92,11152,1712,-13696
35962,-2.84,0.25,-12.92,-38.03,15.60,69.36,3812,1284,-6200
35992,-2.66,-0.29,-12.76,-0.65,2.95,77.95,7768,1880,-15000
36021,-2.52,-0.92,-12.55,-20.50,7.37,71.41,8056,1960,-12412
36057,-2.24,-1.59,-12.38,18.63,-46.08,85.28,7512,2456,-12712
36097,-1.35,-2.07,-9.01,32.26,7.82,140.18,8964,1260,-12944
36145,-1.35,-2.58,-8.73,14.74,25.91,142.19,8160,-832,-14072
36173,-1.42,-3.02,-8.43,20.03,-14.36,149.04,6868,-2124,-15720
36202,-1.57,-3.51,-8.13,-6.47,-17.83,150.66,7644,-2504,-15624
36232,-1.80,-3.97,-7.79,-26.56,-51.36,172.16,6208,-3108,-15544
36262,-2.11,-4.39,-7.43,-2.68,-67.24,177.93,4844,-4516,-14084
36291,-2.46,-4.84,-7.06,-8.65,-7.10,182.38,6868,-4988,-12968
36321,-2.64,-5.14,-3.03,-0.21,4.45,168.05,7172,-3296,-14792
36373,-2.80,-5.43,-2.80,-6.34,19.30,113.66,5532,-2600,-13716
36401,-3.12,-5.65,-2.64,-14.72,59.21,82.63,5472,-4264,-12732
36431,-3.60,-6.05,-2.42,-4.99,55.04,111.97,8836,-7708,-12460
36461,-4.01,-6.49,-2.15,33.29,-13.08,132.48,8020,-8308,-13740
36490,-4.16,-6.85,-1.97,39.19,-70.56,91.20,4988,-4348,-15360
36520,-4.56,-7.00,-1.90,13.49,-29.21,34.18,3108,-6476,-13276
36550,-5.03,-7.14,-1.03,-0.89,4.80,45.66,5400,-7888,-14240
36594,-5.38,-7.27,-0.96,-7.50,-14.12,36.07,3588,-6120,-15032
36627,-5.82,-7.39,-0.88,8.24,-57.17,37.53,2228,-8160,-15028
36656,-6.28,-7.52,-0.76,-9.65,-47.40,64.03,2512,-7180,-13284
36686,-6.72,-7.59,-0.62,-22.73,-27.67,68.96,2196,-6724,-13608
36716,-7.05,-7.71,-0.48,-2.02,-14.51,67.74,3528,-6508,-14820
36746,-7.50,-7.81,-0.38,-40.44,44.28,51.76,5452,-8076,-15896
36775,-7.99,-7.33,0.70,-6.11,19.50,47.15,1468,-6472,-13856
36822,-8.24,-7.21,0.78,13.42,20.76,39.84,992,-5668,-14148
36850,-8.52,-7.12,0.85,6.89,19.08,35.18,1180,-6092,-14424
36885,-8.90,-7.02,0.98,14.66,15.72,63.02,1084,-8048,-14432
36914,-9.13,-6.88,1.19,11.73,22.11,104.93,580,-5952,-15020
36944,-9.21,-6.88,1.38,32.40,17.88,93.88,2424,-4528,-15420
36974,-9.35,-6.86,1.57,36.49,13.96,97.24,2216,-5832,-15936
37004,-9.70,-6.97,3.61,2.00,-3.92,85.03,2092,-7744,-13640
37052,-9.97,-6.85,3.79,24.50,4.58,88.85,416,-6776,-14128
37080,-10.18,-6.64,3.96,66.21,4.95,86.76,-944,-7552,-14796
37110,-10.72,-6.38,4.14,52.36,-5.35,88.98,-1892,-10844,-11800
37140,-11.28,-6.20,4.32,29.21,20.08,90.02,-168,-9156,-10344
37175,-11.55,-5.84,4.50,44.19,44.05,88.44,-2224,-8320,-14768
37204,-11.18,-5.34,6.35,51.07,6.64,84.31,-3444,-12532,-10652
37250,-11.98,-5.19,6.52,15.03,30.95,83.03,196,-11056,-8512
37278,-12.41,-4.83,6.64,-21.66,45.19,57.96,-2340,-8056,-12896
37308,-12.75,-4.47,6.72,-2.98,19.93,42.73,-3580,-9244,-16248
37351,-13.24,-4.18,6.93,52.04,6.60,105.63,-2932,-11820,-12536
37392,-13.74,-3.90,7.12,11.95,30.74,95.20,-1344,-7208,-8752
37422,-14.28,-3.06,7.76,-17.70,21.54,33.46,-5664,-7556,-15640
37469,-14.49,-2.60,7.84,32.85,-3.44,40.01,-5820,-8008,-13880
37497,-15.08,-2.15,7.91,39.34,21.11,37.48,-4256,-10136,-8140
37527,-15.57,-1.89,7.96,6.22,10.22,22.37,-2648,-10304,-11920
37557,-15.98,-1.64,8.01,7.69,-25.02,25.81,-4116,-10692,-13656
37586,-16.47,-1.43,8.03,28.50,-19.37,8.44,-3152,-11384,-11684
37616,-16.91,-1.20,8.02,17.29,-2.19,-2.31,-2704,-10016,-11532
37645,-17.63,-0.99,7.02,-10.19,-4.64,-49.92,-3720,-10784,-10932
37690,-18.19,-0.69,6.90,-53.61,-23.34,-64.04,-4604,-10408,-11460
38022,-18.59,-0.17,7.31,-2.28,4.30,6.06,-3344,-8844,-14520
38114,-18.78,0.05,7.32,-1.09,-6.66,3.90,-3128,-7492,-13944
38142,-18.95,0.30,7.31,-3.05,-6.50,-3.54,-3660,-7332,-13756
38172,-19.18,0.53,7.31,-1.91,-4.50,-1.81,-3496,-8076,-13396
38202,-19.45,0.79,7.31,-5.23,2.25,2.29,-3432,-8080,-12492
38231,-19.57,1.11,7.22,-3.74,8.14,-4.52,-2544,-6444,-15944
38277,-19.77,1.17,7.21,-2.70,-0.85,-4.50,-1236,-8144,-14352
38305,-19.95,1.34,7.23,13.56,1.26,12.60,-2620,-8120,-13720
38335,-20.09,1.64,7.23,0.00,-5.15,0.95,-4468,-6888,-13028
38370,-20.30,1.74,7.23,0.50,-4.57,-1.02,-2052,-8340,-13852
38399,-20.48,1.93,7.25,5.14,-2.58,7.86,-3372,-8288,-14068
38429,-20.62,2.17,7.25,2.27,-4.70,1.52,-3900,-7336,-13340
38458,-20.90,2.25,7.18,-5.74,-8.05,-3.28,-3808,-7764,-13512
38502,-21.02,2.47,7.19,6.98,-0.95,4.00,-3836,-7548,-13840
38530,-21.20,2.69,7.20,8.09,1.11,3.03,-3688,-8160,-13396
38559,-21.42,2.89,7.19,-7.04,-4.96,-4.45,-3584,-8408,-13108
38589,-21.54,3.10,7.19,-5.60,-0.53,-1.58,-3812,-7428,-14124
38624,-21.68,3.35,7.19,2.71,2.62,-0.45,-4200,-7648,-13188
38653,-21.87,3.55,7.17,-6.94,-5.40,-7.97,-3836,-8092,-13184
38683,-22.01,3.81,7.22,1.05,4.33,2.28,-3444,-7828,-13348
38727,-22.12,4.01,7.22,1.59,5.76,4.32,-3640,-7372,-13668
38755,-22.23,4.18,7.21,-4.50,-2.91,-4.79,-3520,-7324,-13760
38785,-22.35,4.36,7.20,-10.16,-4.18,-7.56,-3760,-7424,-13816
38814,-22.48,4.55,7.20,-1.21,0.70,-0.10,-3836,-7732,-13660
38844,-22.73,5.16,7.20,-0.01,-0.01,-0.01,-1,-1,-1
38938,-22.99,5.76,7.20,-0.01,-0.01,-0.01,-1,-1,-1
39056,-23.23,6.35,7.20,-0.01,-0.01,-0.01,-1,-1,-1
39147,-23.47,6.93,7.20,-0.01,-0.01,-0.01,-1,-1,-1
